bbl,isndobbisviol,boro,bin,block,lot,issuedate,violationtypecode,violationnumber,housenumber,street,dispositiondate,dispositioncomments,devicenumber,description,ecbnumber,number,violationcategory,violationtype
4021120030,1168,4,4050658,02112,00030,1988-08-03,E,1460D/1,99-41,64TH AVE,1990-11-10,,4P1635,(50)REPAIR OR RENEW FIRE DAMAGED CAB. (47)REPAIR LIGHT,,V*080388E1460D/1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
4015270001,18198,4,4038182,01527,00001,1988-10-04,E,02864/1,81-11,45 AVE,1990-07-11,,4P3639,(51)FILE A BN FOR INSTALLATION OF NEW GENERATION AND REFURNISHED                CAB.(52)PROVIDE CAPACITY PLATE IN CAB (53)INSTALL CAR DOOR BUMPERS,,V*100488E02864/1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
4015270001,18170,4,4038182,01527,00001,1988-10-04,E,02864/2,81-11,45 AVE,1990-07-11,,4P3640,(51)FILE A BN FOR INSTALLATION OF NEW GENERATOR AND RE-FURNISHED                CABS(52)PROVIDE CAPACITY PLATE IN CAB(53)INSTALL CDAR DOOR BUMPERS              (54)EXCESSIVE BRUSH CHUTTER.ON HOIST MOTOR COMMUTATOR,,V*100488E02864/2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
4033550129,16616,4,4080137,03355,00129,1988-09-07,E,137004/06,83-52,TALBOT ST,1989-02-06,039-74,4P686,"(01,32,38, & 51)FILE A BN & OBTAIN A PERMIT FOR NEW CONTROLLER,                 OPERATOR, BRAKE REFURBISHED CAB WALLS.(52)REPAIR & OR RENEW MISSING             CAR TOP & BOTTOM LIGHT FIXTURE.(53)PROVIDE CAB LIGHT COVER.(54)PROVIDE          IN CAB CAPACITY PLATE 18000LBS.(55)CLEAN CAR TOP & BOTTOM.(56)REPAIR            M/R DOOR LOCK & PROVIDE HANDLE TO SAME.(57)REPAIR M/R LIGHTING",,V*090788E137004/06,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
4033550136,16611,4,4080138,03355,00136,1988-09-07,E,137004/07,83-64,TALBOT ST,1989-02-06,039-74,4P687,(32 & 51)FILE A BN & OBTAIN A PERMIT FORM THIS DEPARTMENT FOR                   REFURBISHED CAB WALLS.(52)PROVIDE CAB LIGHT COVER.(53)CLEAN CAR TOP &           BOTTOM.(54)REPAIR UNDER CAR LIGHT.(55)REPAIR CAR TOP LIGHT.(56)PROVIDE          IN CAB CAPACITY PLATE 1800LBS,,V*090788E137004/07,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
4033550136,16604,4,4080138,03355,00136,1988-09-07,E,137004/08,83-64,TALBOT ST,1989-02-06,039-74,4P688,"(01,32,38, & 51)FILE A BN & OBTAIN A PERMIT FOR NEW CONTROLLER,                 BRAKE, DOOR OPERATOR AND REFURBISHED CAB WALLS.(47)*A)REPLACE BROKEN            GLASS TO SKYLIGHT.*B)REMOVE WATER IN M/R.(52)PROVIDE CAB LIGHT COVER            (53)REPAIR CAR TOP LIGHT.(54)REPLACE MISSING CAR LIGHT FIXTURE.(55)             PROVIDE IN CAB CAPACITY PLATE 1800LBS.(56)CLEAN CAR TOP & BOTTOM",,V*090788E137004/08,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
4079680031,24473,4,4166895,07968,00031,1988-12-08,E,142304/02,222-89,BRADDOCK AVE,1990-10-12,,4P4272,FILE A BM AND OBTAIN A PERMIT FOR NEWLY INSTALLED TRACTION SHEAVE                AND REFURBISHED CAB AND PERFORM NECESSARY TESTS 43)ELMINATE EXCESSIVE           SIDE PAY IN CAR,,V*120888E142304/02,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
4092300066,18919,4,4192752,09230,00066,1988-10-27,E,1161D/03,119-37,METROPOLITAN AV,1989-10-03,039-74,4P696,(01)CARBON & CONTACTS ON CONTROLLER.(43)ELIMINATE EXCESSIVE PLAY                BETWEEN CAR & RAILS.(51)PROVIDE A CAPACITY PLATE IN CAR.(52)PROVIDE A           LIGHT ON TOP & BOTTOM OF CAR,,V*102788E1161D/03,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
4092300066,18918,4,4192752,09230,00066,1988-10-27,E,1161D/04,119-37,METROPOLITAN AV,1989-10-03,039-74,4P697,(15)SECURE.(36)5TH FLOOR.(44)BSMT. & 1ST FL.(51)RENEW BROKEN SHAC               SPRINGS ON FRAME.(52)PROVIDE LIGHT ON TOP & BOTTOM OF CAR,,V*102788E1161D/04,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
4021480001,7564,4,4432058,02148,00001,1988-08-17,E,13084/1,105-38,63 DR,1989-02-19,376-88,4P2164,"(1) PROPERLY FUSSSE (3) 2ND AND 4 FLOORS HOIST DOORS CLEAR WIRE                 GLASS (34) DOOR GIBBS (35) TOP PIVOT & PIN ON LOBBY -2,3,4,5,& 6,               (35) 3RD FLOOR DOOR",,V*081788E13084/1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
4021480001,7585,4,4432058,02148,00001,1988-08-17,E,13084/4,105-37,64 AVENUE,1990-11-29,,4P2160,(1) PROPERLY & FUSE (3) TOP PIVOT & PIN 3RD FLOOR (35)COVER                     LOBBY DOOR (43) EXCESSIVE PLAY,,V*081788E13084/4,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
4021480001,7568,4,4432058,02148,00001,1988-08-17,E,13084/2,105-38,63 DR,1992-04-15,392-91,4P2159,"(3) LOBBY DOOR GRILL GUARD (33) TOP PIVOT ON 4TH FLOOR, DOOR                    GLASS ON 4TH FLOOR & 6TH FLOOR CLEAR WIRE GLASS",,V*081788E13084/2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
4021480001,4694,4,4432058,02148,00001,1988-08-24,E,13704/4,105-38,63 DR,1989-01-04,,4P2161,(03)4TH & 6TH FL.GLASS.(15)SECURE FROM TOP OF CAR.(18)LOBBY.(21)                SHACKLE SPRING BROKEN.(33)3RD FL. FOR PROPER SWING.(36)2ND FL. & LOBBY          (47)BROKEN GLASS TO WINDOWS.(35 & 51)FILE A BN & OBTAIN A PERMIT FROM           THIS DEPARTMENT FOR NEW INTERLOCKS & REFURBISHED CAB WALLS.(52)REPAIR           CAR TOP & BOTTOM LIGHT.(53)PROVIDE IN CAB CAPACITY PLATE (2000LBS),,V*082488E13704/4,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
4021480001,4707,4,4432058,02148,00001,1988-08-24,E,13704/5,105-38,63 DR,1992-04-15,392-91,4P2162,(35 & 51)FILE A BN & OBTAIN A PERMIT FROM THIS DEPARTMENT FOR NEW               INTERLOCKS & REFURBISHED CAB WALLS.(47)A*REPLACE MOTOR ROOM HAND RAIL           GUARD.B*PROVIDE PROPER LIGHTING OVER ALL EQUIPMENT INSTALLED INSAME             C*REPAIR MOTOR ROOM WINDOW FRAME.D*REPLACE ALL BROKEN GLASS TO WINDOWS,,V*082488E13704/5,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
4021480001,9370,4,4432058,02148,00001,1988-04-02,E,136943,105-38,63 DRIVE,1988-08-17,,,,,V*040288E136943,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
4021480001,9376,4,4432058,02148,00001,1988-04-02,E,136944,105-37,64 AVENUE,1988-08-17,,,,,V*040288E136944,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
1002740014,32783,1,1003269,00274,00014,1989-01-27,E,113303/04,75,MONROE ST,,DELETED BY SCL ON 04/26/90 BECAUSE DUPLICATION,1P26369,(51) RESTORE TO SERVICE,,V012789E113303/04,V-DOB VIOLATION - ACTIVE,E-ELEVATOR                                                        ELEVATORREQUIRED
1002740014,32437,1,1003269,00274,00014,1989-01-27,E,11333/4,75,MONROE ST,1992-12-08,367001,1P26369,51-RESTORE TO SERVICE,,V*012789E11333/4,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
1002740014,58123,1,1003269,00274,00014,1989-10-12,LL1081,00411,75,MONROE ST,2018-11-09,"CAT1   1988 FAILURE TO FILE,PENALTY PAID.",E8900411,1,,V*101289LL108100411,V*-DOB VIOLATION - DISMISSED,LL1081-LOCAL LAW 10/81 - ELEVATOR                                      ELEVATOROPTIONAL
1007730027,31505,1,1014148,00773,00027,1989-01-24,E,142621/10,221,W 23RD ST,1990-01-29,,1P17915,51-PROPERLY TAG THE GOB,,V*012489E142621/10,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
1007730027,31509,1,1014148,00773,00027,1989-01-24,E,142621/7,221,W 23RD ST,1990-01-29,,1P17912,51-PROPERLY TAG THE GOV,,V*012489E142621/7,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
1007730027,31510,1,1014148,00773,00027,1989-01-24,E,142621/8,221,W 23RD ST,1990-01-29,,1P17913,51-PROPERLY TAG THE GOV,,V*012489E142621/8,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
1007730027,31506,1,1014148,00773,00027,1989-01-24,E,142621/9,221,W 23RD ST,1990-01-29,,1P17914,51-PROPERLY TAG THE GOV,,V*012489E142621/9,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
1007730056,52944,1,1014159,00773,00056,1989-07-07,LL5,F30087,214,WEST   24 STREET,,DELETED BY NHZ ON 04/14/92,,,,V070789LL5F30087,V-DOB VIOLATION - ACTIVE,LL5-LOCAL LAW 5/73                                                  NONE
1007730056,276259,1,1014159,00773,00056,1989-07-07,LL5,F30087,214,WEST   24 STREET,,DELETED BY VCP ON 05/13/94,,,,V070789LL5F30087,V-DOB VIOLATION - ACTIVE,LL5-LOCAL LAW 5/73                                                  NONE
1009270001,48856,1,1020543,00927,00001,1989-06-09,E,14553\1,301,E 21ST ST,1990-05-25,,1P18317,(28)CLEAN MAIN MACHINE AND SEAL WHERE NEEDED,,V*060989E14553\1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
1009270001,48859,1,1020543,00927,00001,1989-06-09,E,14553\3,301,E 21ST ST,1990-05-25,,1P18319,(28)CLEAN MAIN MACHINE AND SEALED WHERE NEEDED,,V*060989E14553\3,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
1009270001,48860,1,1020543,00927,00001,1989-06-09,E,14553\4,301,E 21ST ST,1990-05-25,,1P18320,(28)CLEAN MAIN MACHINE AND SEALED WHERE NEEDED,,V*060989E14553\4,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
1009270001,48857,1,1020543,00927,00001,1989-06-09,E,145532,301,E 21ST ST,1990-05-25,,1P18318,(28)CLEAN MAIN MACHINE AND SEAL WHERE NEEDED,,V*060989E145532,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
1009280009,49196,1,1020570,00928,00009,1989-06-12,E,145503/01,313,E 22 ST,1989-07-21,021-73,1P30511,"(21) CLEAN CABLE, SO THAT IT CAN BE REINSPECTED (29) ELIMINATE                  EXCESSIVE NOISE AND CLEAN (32) RENEW LININGS (33-34) REPLACE WORN GIBS          WHERE NEEDED",,V*061289E145503/01,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
1015130124,41281,1,1047700,01513,00124,1989-04-10,E,1101C/7,155,E 84 ST,1989-07-07,039-74,1P30399,,,V*041089E1101C/7,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
1020480025,61433,1,1060908,02048,00025,1989-10-12,LL1081,03011,582,ST NICHOLAS AVE,2015-08-04,JMA,E8903011,1,,V*101289LL108103011,V*-DOB VIOLATION - DISMISSED,LL1081-LOCAL LAW 10/81 - ELEVATOR                                      ELEVATOROPTIONAL
1020480025,2459719,1,1060908,02048,00025,1989-10-12,E,LL108103010,582,ST NICHOLAS AVENUE,2021-04-06,CIANOW CRM Violation Dismissed,,,,V*101289ELL108103010,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
1020990049,65892,1,1062472,02099,00049,1989-08-11,C,NERS04,640,WEST 153 STREET,,,,,,V081189CNERS04,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL
1011430042,76541,1,1079313,01143,00042,1989-10-31,E,1366C/08,124,W 72ND ST,1991-01-09,039-74,1P10608,"(17) VISION GUARDS IMPROPERLY SECURED-CHANGE TO ONE-WAY SCREWS                  OR RIVETS (30) HOLE ON THE WALL ABOUT 8TH OR 9TH FL, LOOSE PLASTER TOP          OF SHAFT (54) UNFUSED (74) PROPERLY SECURE PIPING ON MOTOR/ROOM",,V*103189E1366C/08,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610045,57101,2,2002814,02461,00045,1989-09-08,E,1445C\01,940,GR CONCOURSE,1990-02-05,248-81,2P634,(75)REPLACE MISSING SPLICE BOX COVERS WHERE NECESSARY (76)REPAIR                ELECTRICAL OUTLET IN MOTOR ROOM (77)LOCK MOTOR ROOM (78)REMOVE ILLEGAL          LY INSTALLED WIRE RUNNING UP SHAFT TO MOTOR ROOM (79)PROPERLY CONCEAL           EXSPOSED WIRE RUNNING UP SHAFT (80)REPLACE BROKEN VISION GLASS (81)RES          TORE ELEVATOR TO SERVICE SO A PROPER INSPECTION CAN BE MADE BY THIS DE,,V*090889E1445C\01,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610045,72296,2,2002814,02461,00045,1989-11-01,E,1445C/03,940,GR CONCOURSE,1990-02-05,248-81,2P631,(74)PROPERLY SECURE HOISTWAY COOR KEEPERS WHERE NECESSARY                       (74)REPLACE MISSING SPLICE BOX COVERS WHERE NECESSARY  (74)PROPERLY             SECURE CAR DOOR RETURN POST (74)SEAL HOLE IN CAR INTERIOR,,V*110189E1445C/03,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610045,72305,2,2002814,02461,00045,1989-11-01,E,1445C/04,940,GR CONCOURSE,1990-02-05,248-81,2P632,(74)RESTORE ELEVATOR TO SERVICE SO A PROPER INSPECTION MAY BE                   MADE BY AN INSPECTOR FROM THIS DEPT,,V*110189E1445C/04,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610045,72309,2,2002814,02461,00045,1989-11-01,E,1445C/05,940,GR CONCOURSE,1990-02-05,248-81,2P633,(74)REMOVE DID STATER FROM MOTOR ROOM (08)ADJUST FLOOR STOPS,,V*110189E1445C/05,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610045,72310,2,2002814,02461,00045,1989-11-01,E,1445C/06,940,GR CONCOURSE,1990-02-05,248-81,2P634,(74)PROVIDE MISSING LADDER TO MOTOR ROOM,,V*110189E1445C/06,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610045,72312,2,2002814,02461,00045,1989-11-01,E,1445C/07,940,GR CONCOURSE,1990-02-05,248-81,2P635,(74)REPLACE MISSING SPLICE BOX COVERS WHERE NECESSARY,,V*110189E1445C/07,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610058,53404,2,2002815,02461,00058,1989-07-20,E,1176C/01,180,E 164TH ST,1989-10-10,246-80,2P2406,(37) REPLACE ALL RELASS-PROPERLY INSTALL ALL EQUIPMENT                          (74) PROVIDE GUARD FOR SELECTION CHAIN (75) PROPERLY INSTALL WIRE TO            DOOR LOCKS (76) CLEAN OIL FROM CAR TOP,,V*072089E1176C/01,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610058,67370,2,2002815,02461,00058,1989-10-16,E,1445C\03,180,E 164TH ST,1990-10-25,336-85,2P2406,(74)RENEW CAR FLOOR COVERING (37)PROPERLY MOUNT RECTIFICERS AN                  CONTROLLER (74A)CLEAN CAR TOP (74B)REPLACE MISSING SPLICE BOX COVERS            WHERE NECESSARY,,V*101689E1445C\03,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2024640023,72290,2,2002849,02464,00023,1989-11-02,E,1445C/03,1235,GR CONCOURSE,1992-03-24,,2P1212,(74)REMOVE UNAUTHORIZED MATERIAL FROM MOTOR ROOM,,V*110289E1445C/03,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2024640023,72291,2,2002849,02464,00023,1989-11-02,E,1445C/04,1235,GR CONCOURSE,1992-03-24,,2P1213,,,V*110289E1445C/04,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2024640023,61802,2,2002849,02464,00023,1989-10-12,LL1081,03306,1235,GR CONCOURSE,,,E8903306,2,,V101289LL108103306,V-DOB VIOLATION - ACTIVE,LL1081-LOCAL LAW 10/81 - ELEVATOR                                      ELEVATOROPTIONAL
2024960046,48370,2,2003025,02496,00046,1989-05-25,E,1303C/1,1184,CROMWELL AVE,1991-09-26,,2P403,,,V*052589E1303C/1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2024960046,70447,2,2003025,02496,00046,1989-10-26,E,1445C-07,1184,CROMWELL AVE,1989-11-02,353-86,2P403,(01)RENEW STOP SWITCH - PROPERLY LABEL.(37)PROPERLY FUSE CONTROLL               (35)REMOVE UNAUTHORIZED MATERIAL FROM MOTOR ROOM.(74)RENEW BROKEN CWT           SHACKLE SPRINGS,,V*102689E1445C-07,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2024960046,77168,2,2003025,02496,00046,1989-10-26,E,1445C/07,1184,CROMWELL AVE,1991-01-04,,2P403,"(01)RENEW STOP SWITCH-PROPERLY LABEL, (37)PROPERLY FUSE CONTROLLE               R, (35)REMOVE UNAUTHORIZED MATERIAL FROM MOTOR ROOM, (74)RENEW BROKEN           C.W.T. SHACKLE/SPRINGS",,V*102689E1445C/07,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2028080012,50309,2,2007683,02808,00012,1989-06-28,E,1176C/04,1939,GR CONCOURSE,1991-06-22,,2P1903,(38) REPLACE COVER (47) ACCESS (51) CLEAN CAR TOP (52) PROVIDE                  LIGHT ON CAR TOP (18) FILE BN FOR,,V*062889E1176C/04,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2028080012,50310,2,2007683,02808,00012,1989-06-28,E,1176C/05,1939,GR CONCOURSE,1991-06-22,,2P1902,(03) CAR DOOR (51) (CAR TOP) CLEAN AND PROVIDE SIGHT  (47)ACCESS                FILE BN FAN 18,,V*062889E1176C/05,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2031560009,50233,2,2013631,03156,00009,1989-06-29,E,1176C/03,2072,GR CONCOURSE,1991-06-25,,2P237,(28)SEAL (33) COVER HEAD HOELS (47) REMOVE OIL FROM FLOOR,,V*062989E1176C/03,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2031560009,62148,2,2013631,03156,00009,1989-10-12,LL1081,03582,2072,GR CONCOURSE,1991-10-03,"LL1081 SLIP IN IN 1981 EBN 359/87, S/O IN9/5/90",E8903582,1,,V*101289LL108103582,V*-DOB VIOLATION - DISMISSED,LL1081-LOCAL LAW 10/81 - ELEVATOR                                      ELEVATOROPTIONAL
2032250094,33502,2,2014941,03225,00094,1989-03-02,C,021V,2300,LORING PLACE,,,,,,V030289C021V,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL
2032500005,77027,2,2015396,03250,00005,1989-11-27,E,1445C/05,2830,SEDGWICK AVE,1991-08-13,,2P911,(74)RESTORE ELEVATOR TO SERVICE SO A PROPER INSPECTION MAYBE MADE               BY AN INSPECTOR FROM THIS DEPARTMENT,,V*112789E1445C/05,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2033040035,32300,2,2017135,03304,00035,1989-01-13,E,124107-01,2720,GR CONCOURSE,1989-11-17,039-74,2P1141,,,V*011389E124107-01,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2033040035,32303,2,2017135,03304,00035,1989-01-13,E,124107-02,2720,GR CONCOURSE,1989-11-17,039-74,2P1142,,,V*011389E124107-02,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2033040055,33787,2,2017136,03304,00055,1989-01-06,E,144501/02,2701,VALENTINE AVE,1993-07-09,,2P1143,(51) SEAL HOLE IN CAR INTERIOR (52) CEASE USE OF ELEVATOR UNTIL                 ITEM 12 COMPLIED WITH,,V*010689E144501/02,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2033040055,30409,2,2017136,03304,00055,1989-01-06,E,14457/2,2701,VALENTINE AVE,2002-12-13,CIACGR ADM. DISM.,2P1143,51-SEAL HOLE IN CAR INTERIOR 52-CEASE USE OF ELEVATOR UNTIL                     ITEM 12 IS COMPLIED WITH,,V*010689E14457/2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
