complaintnumber,status,dateentered,housenumber,zipcode,housestreet,bin,communityboard,specialdistrict,complaintcategory,unit,dispositiondate,dispositioncode,inspectiondate,dobrundate
2024296,CLOSED,1998-01-23,2805,10468,GRAND CONCOURSE,2017465,207,,63,ELEVR,1999-07-19,J2,1998-06-10,2024-05-29
2024314,CLOSED,1998-01-26,2664,10458,GRAND CONCOURSE,2017132,207,,05,BRONX,1998-01-28,H1,1998-01-26,2024-05-29
1043138,CLOSED,1996-07-25,1274,10029,5 AVENUE,1051595,111,,73,MAN.,1996-08-01,I2,1996-07-29,2024-05-29
1004181,CLOSED,1989-10-18,155,10028,EAST 84 STREET,1047700,108,,47,MAN.,1989-10-31,I2,1989-10-25,2024-05-29
4075125,CLOSED,1998-02-06,34-43,11358,FRANCIS LEWIS BOULEVARD,4135129,411,,31,QNS.,1998-04-29,B1,1998-04-06,2024-05-29
2024542,CLOSED,1998-02-20,1407,10456,SHERIDAN AVENUE,2007989,204,,32,BRONX,1998-02-20,F8,1998-02-20,2024-05-29
1055820,CLOSED,1998-03-05,328,10014,BLEECKER STREET,1010043,102,,05,MAN.,1998-03-23,A1,1998-03-16,2024-05-29
1055941,CLOSED,1998-03-11,513,10009,EAST 13 STREET,1005262,103,,73,MAN.,1998-03-24,A1,1998-03-17,2024-05-29
1056028,CLOSED,1998-03-17,513,10009,EAST 13 STREET,1005262,103,,73,MAN.,1998-06-17,I2,1998-06-16,2024-05-29
1056055,CLOSED,1998-03-17,513,10009,EAST 13 STREET,1005262,103,,73,MAN.,1998-03-17,I2,1998-03-17,2024-05-29
3061029,CLOSED,1998-01-07,136,11216,HERKIMER STREET,3053954,303,,43,BKLYN,1998-03-18,I2,1998-01-30,2024-05-29
2022248,CLOSED,1997-06-10,225,10463,WEST 232 STREET,2083557,208,,43,BRONX,1997-06-16,A1,1997-06-13,2024-05-29
2001993,CLOSED,1989-11-22,960,10451,GRAND CONCOURSE,2002815,204,,40,BRONX,1989-11-22,I2,1989-11-22,2024-05-29
2001251,CLOSED,1989-07-21,1110,10460,WYATT STREET,2028349,206,,05,BRONX,1989-11-22,I2,1989-11-15,2024-05-29
2020500,CLOSED,1996-11-18,940,10451,GRAND CONCOURSE,2002814,204,,63,ELEVR,1999-05-28,J2,1997-12-10,2024-05-29
2020563,CLOSED,1996-11-25,2805,10468,GRAND CONCOURSE,2017465,207,,63,ELEVR,1997-09-18,J2,1997-08-20,2024-05-29
2001556,CLOSED,1989-09-06,3556,10467,ROCHAMBEAU AVENUE,2017807,207,,05,BRONX,1989-12-22,B1,1989-12-21,2024-05-29
1049566,CLOSED,1997-06-16,374,10010,2 AVENUE,1020543,106,,10,MAN.,1997-06-17,I2,1997-06-16,2024-05-29
2020574,CLOSED,1996-11-26,2805,10468,GRAND CONCOURSE,2017465,207,,63,ELEVR,1997-09-18,J2,1997-08-20,2024-05-29
2028288,CLOSED,1999-01-04,150,10452,EAST 165 STREET,2002873,204,,55,BRONX,1999-01-12,I2,1999-01-05,2024-05-29
2028289,CLOSED,1999-01-04,150,10452,EAST 165 STREET,2002873,204,,49,BRONX,1999-01-12,B1,1999-01-05,2024-05-29
1030633,CLOSED,1994-08-15,1274 5TH,,AVENUE,1051595,1,,05,MAN.,1994-09-26,I2,1994-09-16,2024-05-29
1004826,CLOSED,1989-12-14,19,10021,EAST 76 STREET,1041795,108,,32,MAN.,1991-09-16,I2,1991-09-12,2024-05-29
2036733,CLOSED,2000-11-24,2185,10462,BOLTON STREET,2049375,211,,63,ELEVR,2001-02-02,A1,2001-01-31,2024-05-29
1083167,CLOSED,2000-12-29,19,10021,EAST   76 STREET,1041795,108,,05,MAN.,2001-01-05,C2,2001-01-04,2024-05-29
1083168,CLOSED,2000-12-29,19,10021,EAST   76 STREET,1041795,108,,31,MAN.,2001-01-05,C2,2001-01-04,2024-05-29
3079412,CLOSED,2000-05-31,58,11226,LINDEN BOULEVARD,3116712,314,,63,ELEVR,2000-11-21,A1,2000-10-26,2024-05-29
1083171,CLOSED,2000-12-29,19,10021,EAST   76 STREET,1041795,108,,31,MAN.,2001-05-17,I2,2001-05-16,2024-05-29
1083172,CLOSED,2000-12-29,19,10021,EAST   76 STREET,1041795,108,,31,MAN.,2001-01-05,C2,2001-01-04,2024-05-29
2036451,CLOSED,2000-11-02,225,10463,WEST  232 STREET,2083557,208,,63,ELEVR,2000-11-13,A1,2000-11-06,2024-05-29
1056616,CLOSED,1998-04-07,513,10009,EAST 13 STREET,1005262,103,,05,MAN.,1998-04-10,A1,1998-04-08,2024-05-29
2036875,CLOSED,2000-12-05,1505,10452,GRAND CONCOURSE,2008010,204,,63,ELEVR,2000-12-14,A1,2000-12-14,2024-05-29
1078329,CLOSED,2000-08-04,1274,10029,5 AVENUE,1051595,111,,05,MAN.,2000-08-15,C2,2000-08-14,2024-05-29
1077209,CLOSED,2000-06-28,1203,10028,LEXINGTON AVENUE,1047585,108,,05,MAN.,2000-07-21,I2,2000-07-19,2024-05-29
1077210,CLOSED,2000-06-28,1203,10028,LEXINGTON AVENUE,1047585,108,,77,MAN.,2000-08-11,H1,2000-08-09,2024-05-29
4119868,CLOSED,2000-12-12,37-21,11372,80 STREET,4030008,403,,10,QNS.,2000-12-13,A9,2000-12-12,2024-05-29
2034700,CLOSED,2000-07-06,960,10451,GRAND CONCOURSE,2002815,204,,63,ELEVR,2000-07-21,A1,2000-07-20,2024-05-29
1082920,CLOSED,2000-12-20,54,10012,PRINCE STREET,1007524,102,,53,MAN.,2001-06-14,I2,2000-12-21,2024-05-29
2035631,CLOSED,2000-09-11,1505,10452,GRAND CONCOURSE,2008010,204,,63,ELEVR,2000-11-16,A1,2000-09-15,2024-05-29
1082515,CLOSED,2000-12-06,19,10021,EAST   76 STREET,1041795,108,,45,MAN.,2000-12-26,I2,2000-12-26,2024-05-29
2020759,CLOSED,1996-12-21,1225-27,10472,WHITE PLAINS RD,2024877,209,,41,BRONX,1996-12-30,H1,1996-12-23,2024-05-29
2020762,CLOSED,1996-12-23,1225-27,10472,WHITE PLAINS RD,2024877,209,,43,BRONX,1996-12-30,A1,1996-12-23,2024-05-29
2036797,CLOSED,2000-11-30,960,10451,GRAND CONCOURSE,2002815,204,,30,BRONX,2000-11-30,I2,2000-11-30,2024-05-29
3033020,CLOSED,1994-01-12,805,11213,ST MARKS AVENUE,3341622,308,,65,BKLYN,1994-02-01,I2,1994-01-25,2024-05-29
2037088,CLOSED,2000-12-18,1000,10451,GRAND CONCOURSE,2002822,204,,30,BRONX,2000-12-19,I2,2000-12-18,2024-05-29
2022516,CLOSED,1997-07-07,2701,10458,VALENTINE AVENUE,2017136,207,,63,ELEVR,1999-05-28,J2,1998-07-17,2024-05-29
2025299,CLOSED,1998-04-28,960,10451,GRAND CONCOURSE,2002815,204,,35,BRONX,1998-05-18,B1,1998-05-12,2024-05-29
1082004,CLOSED,2000-11-20,19,10021,EAST   76 STREET,1041795,108,,05,MAN.,2000-12-01,I2,2000-11-22,2024-05-29
1057266,CLOSED,1998-05-05,513,10009,EAST 13 STREET,1005262,103,,73,MAN.,1998-05-28,I2,1998-05-13,2024-05-29
3057272,CLOSED,1997-07-23,805,11213,ST MARKS AVE,3341622,308,,63,ELEVR,1999-05-28,J2,1998-06-22,2024-05-29
2025441,CLOSED,1998-05-07,1560,10461,SILVER STREET,2044129,210,,53,BRONX,1999-01-11,I2,1999-01-06,2024-05-29
2025442,CLOSED,1998-05-07,1560,10461,SILVER STREET,2044129,210,,30,BRONX,1998-05-08,I1,1998-05-08,2024-05-29
4078494,CLOSED,1998-05-08,81-06,11372,34 AVENUE,4029194,403,,05,QNS.,1998-05-22,I2,1998-05-15,2024-05-29
3063492,CLOSED,1998-05-12,140,11216,HERKIMER STREET,3053955,303,,43,BKLYN,1998-05-29,B1,1998-05-12,2024-05-29
3063494,CLOSED,1998-05-12,132,11216,HERKIMER STREET,3053953,303,,43,BKLYN,1998-05-29,B1,1998-05-12,2024-05-29
3063496,CLOSED,1998-05-12,136,11216,HERKIMER STREET,3053954,303,,43,BKLYN,1998-05-29,B1,1998-05-12,2024-05-29
2022801,CLOSED,1997-07-29,1895,10453,MORRIS AVENUE,2007907,205,,63,ELEVR,1999-05-28,J2,1998-07-22,2024-05-29
1056892,CLOSED,1998-04-21,513,10009,EAST 13 STREET,1005262,103,,43,MAN.,1998-05-29,I2,1998-05-12,2024-05-29
2022850,CLOSED,1997-08-01,1895,10453,MORRIS AVENUE,2007907,205,,63,ELEVR,1999-05-28,J2,1998-07-22,2024-05-29
2022526,CLOSED,1997-07-07,2198,10453,UNIVERSITY AVENUE,2014584,205,,27,BRONX,1997-08-04,I2,1997-07-30,2024-05-29
3064537,CLOSED,1998-06-24,777,11213,ST MARKS AVE,3324476,308,,62,ELEVR,1998-07-24,A1,1998-07-17,2024-05-29
4068427,CLOSED,1997-08-07,99-41,11374,64 AVENUE,4050658,406,,63,ELEVR,1999-05-28,J2,1998-09-09,2024-05-29
4068437,CLOSED,1997-08-07,99-41,11374,64 AVENUE,4050658,406,,40,QNS.,1997-08-07,I2,1997-08-07,2024-05-29
3057627,CLOSED,1997-08-07,100,11211,SOUTH 8 STREET,3059585,301,,43,BKLYN,1997-08-08,B1,1997-08-07,2024-05-29
4068511,CLOSED,1997-08-08,99-41,11374,64 AVENUE,4050658,406,,40,QNS.,1997-08-13,B1,1997-08-08,2024-05-29
1059099,CLOSED,1998-07-02,124,10023,WEST   72 STREET,1079313,107,,49,MAN.,1998-07-10,I2,1998-07-08,2024-05-29
1076159,CLOSED,2000-05-25,1203,10028,LEXINGTON AVENUE,1047585,108,,05,MAN.,2000-06-26,I2,2000-06-21,2024-05-29
2022514,CLOSED,1997-07-07,2701,10458,VALENTINE AVENUE,2017136,207,,63,ELEVR,1997-08-14,I2,1997-08-05,2024-05-29
4081237,CLOSED,1998-07-14,222-89,11428,BRADDOCK AVENUE,4166895,413,,05,QNS.,1999-02-24,C2,1999-02-03,2024-05-29
3065260,CLOSED,1998-07-22,165,11225,HAWTHORNE STREET,3115582,309,,43,BKLYN,1998-07-24,I2,1998-07-24,2024-05-29
3065355,CLOSED,1998-07-27,777,11213,ST MARKS AVE,3324476,308,,63,ELEVR,1998-07-31,A1,1998-07-27,2024-05-29
2023140,CLOSED,1997-08-29,2310,10467,HOLLAND AVENUE,2050059,211,,62,ELEVR,1998-12-22,A1,1997-08-29,2024-05-29
2026484,CLOSED,1998-07-30,1895,10453,MORRIS AVENUE,2007907,205,,73,BRONX,1998-08-03,A9,1998-07-31,2024-05-29
2021096,CLOSED,1997-02-07,1505,10452,GRAND CONCOURSE,2008010,204,,32,BRONX,1997-09-04,I2,1997-08-27,2024-05-29
3048068,CLOSED,1996-05-29,805,11213,ST MARKS AVENUE,3341622,308,,63,ELEVR,1999-05-28,J2,1998-06-22,2024-05-29
3052033,CLOSED,1996-12-26,805,11213,ST MARKS AVENUE,3341622,308,,63,ELEVR,1999-05-28,J2,1998-06-22,2024-05-29
1059889,CLOSED,1998-07-31,124,10023,WEST   72 STREET,1079313,107,,73,MAN.,1998-08-05,A1,1998-08-03,2024-05-29
1060063,CLOSED,1998-08-06,45,10014,GROVE ST,1083532,102,,05,MAN.,1998-08-17,C2,1998-08-14,2024-05-29
2026353,CLOSED,1998-07-21,3556,10467,ROCHAMBEAU AVENUE,2017807,207,,63,ELEVR,1998-08-06,A1,1998-07-30,2024-05-29
4070160,CLOSED,1997-09-15,85-07,,37 AVENUE,4035838,4,,20,QNS.,1997-09-18,B1,1997-09-16,2024-05-29
1076618,CLOSED,2000-06-12,19,10021,EAST 76 STREET,1041795,108,,32,MAN.,2000-06-19,I2,2000-06-16,2024-05-29
2034412,CLOSED,2000-06-12,940,10451,GRAND CONCOURSE,2002814,204,,63,ELEVR,2000-06-23,A1,2000-06-19,2024-05-29
2026957,CLOSED,1998-08-31,2664,10458,GRAND CONCOURSE,2017132,207,,05,BRONX,1998-09-04,A4,1998-09-01,2024-05-29
1083302,CLOSED,2001-01-05,19,10021,EAST   76 STREET,1041795,108,,31,MAN.,2001-03-26,C2,2001-03-22,2024-05-29
3085705,CLOSED,2001-01-05,58,11226,LINDEN BOULEVARD,3116712,314,,63,ELEVR,2001-02-05,A1,2001-01-31,2024-05-29
1092581,CLOSED,2001-12-07,238,10021,EAST   75 STREET,1085192,108,,05,MAN.,2001-12-24,I2,2001-12-19,2024-05-29
3059177,CLOSED,1997-10-09,805,11213,ST MARKS AVE,3341622,308,,63,ELEVR,1999-05-28,J2,1998-06-22,2024-05-29
3066511,CLOSED,1998-09-10,100,11211,SOUTH 8 STREET,3059585,301,,15,BKLYN,1998-09-24,I2,1998-09-15,2024-05-29
3059698,CLOSED,1997-10-29,224,11211,SOUTH    3 STREET,3063299,301,,05,BKLYN,1998-06-22,C2,1998-04-16,2024-05-29
3080506,CLOSED,2000-07-12,69,11238,CLIFTON PLACE,3055600,302,,73,BKLYN,2000-10-10,B1,2000-10-03,2024-05-29
1083209,CLOSED,2001-01-02,582,10030,ST NICHOLAS AVENUE,1060908,110,,63,ELEVR,2001-01-11,A1,2001-01-08,2024-05-29
1062657,CLOSED,1998-11-20,313,10010,EAST 22 STREET,1020570,106,,73,MAN.,1998-11-27,I2,1998-11-25,2024-05-29
1062741,CLOSED,1998-11-25,513,10009,EAST 13 STREET,1005262,103,,73,MAN.,1998-11-30,I2,1998-11-30,2024-05-29
1053365,CLOSED,1997-11-13,54,10012,PRINCE STREET,1007524,102,,53,MAN.,1998-01-08,A1,1998-01-07,2024-05-29
1053472,CLOSED,1997-11-18,128,10023,WEST   72 STREET,1079315,107,,49,MAN.,1997-12-11,B1,1997-11-28,2024-05-29
3068310,CLOSED,1998-12-11,1229,11207,HALSEY STREET,3078694,304,,43,BKLYN,1998-12-14,A9,1998-12-11,2024-05-29
1055850,CLOSED,1998-03-09,326,10014,BLEECKER STREET,1010044,102,,43,MAN.,1998-12-14,I2,1998-12-09,2024-05-29
2037541,CLOSED,2001-01-24,225,10463,WEST  232 STREET,2083557,208,,63,ELEVR,2001-02-02,A1,2001-01-30,2024-05-29
1063446,CLOSED,1998-12-24,336,10025,WEST 95 STREET,1034185,107,,73,MAN.,1999-01-06,C2,1999-01-05,2024-05-29
2023969,CLOSED,1997-12-03,2664,10458,GRAND CONCOURSE,2017132,207,,45,BRONX,1997-12-18,H1,1997-12-08,2024-05-29
2023970,CLOSED,1997-12-03,2664,10458,GRAND CONCOURSE,2017132,207,,45,BRONX,1997-12-12,H1,1997-12-08,2024-05-29
2023971,CLOSED,1997-12-03,2664,10458,GRAND CONCOURSE,2017132,207,,45,BRONX,1997-12-12,H1,1997-12-08,2024-05-29
1063571,CLOSED,1998-12-31,265,10012,LAFAYETTE STREET,1007524,102,,33,MAN.,1999-11-18,I2,1999-11-16,2024-05-29
2028281,CLOSED,1998-12-31,150,10452,EAST 165 STREET,2002873,204,,73,BRONX,1999-01-12,B1,1999-01-06,2024-05-29
1053471,CLOSED,1997-11-18,124,10023,WEST   72 STREET,1079313,107,,49,MAN.,1997-12-11,B1,1997-11-28,2024-05-29
1063218,CLOSED,1998-12-15,374,10010,2 AVENUE,1020543,106,,05,MAN.,1999-02-18,C2,1999-02-10,2024-05-29
2023968,CLOSED,1997-12-03,2664,10458,GRAND CONCOURSE,2017132,207,,45,BRONX,1997-12-12,H1,1997-12-08,2024-05-29
1091980,CLOSED,2001-11-09,238,10021,EAST   75 STREET,1085192,108,,05,MAN.,2001-12-03,C2,2001-11-29,2024-05-29
2023259,CLOSED,1997-09-12,2664,10458,GRAND CONCOURSE,2017132,207,,05,BRONX,1997-12-18,C2,1997-12-15,2024-05-29
2037524,CLOSED,2001-01-23,2185,10453,GRAND CONCOURSE,2013760,205,,49,SPOPS,2002-06-25,A1,2002-06-19,2024-05-29
3065205,CLOSED,1998-07-20,777,11213,ST MARKS AVE,3324476,308,,63,ELEVR,1999-05-28,J2,1998-07-27,2024-05-29
2024097,CLOSED,1997-12-23,2664,10458,GRAND CONCOURSE,2017132,207,,33,BRONX,1998-01-15,C2,1998-01-14,2024-05-29
2024217,CLOSED,1998-01-15,28-05,10468,GRAND CONCOURSE,2017465,207,,63,ELEVR,1999-07-19,J2,1998-08-21,2024-05-29
1103177,CLOSED,2002-12-23,124,10023,WEST   72 STREET,1079313,107,,63,ELEVR,2003-01-21,A1,2003-01-10,2024-05-29
2037453,CLOSED,2001-01-18,960,10451,GRANDCONCOURSE,2002815,204,,63,ELEVR,2001-01-25,A1,2001-01-23,2024-05-29
1083860,CLOSED,2001-01-24,19,10021,EAST   76 STREET,1041795,108,,31,MAN.,2001-04-25,I2,2001-04-24,2024-05-29
4060872,CLOSED,1997-01-28,37-21,11372,80 STREET,4030008,403,,48,QNS.,1999-04-13,I2,1999-04-07,2024-05-29
2022802,CLOSED,1997-07-29,1895,10453,MORRIS AVENUE,2007907,205,,63,ELEVR,1999-05-28,J2,1998-07-22,2024-05-29
2023438,CLOSED,1997-10-01,1235,10452,GRAND CONCOURSE,2002849,204,,63,ELEVR,1999-05-28,J2,1997-12-12,2024-05-29
3086177,CLOSED,2001-01-25,95,11226,LINDEN BOULEVARD,3116662,317,,63,ELEVR,2001-02-05,A1,2001-01-31,2024-05-29
3107877,CLOSED,2003-01-07,575,11213,HERKIMER STREET,3047981,303,,73,BKLYN,2003-01-21,B1,2003-01-13,2024-05-29
1104226,CLOSED,2003-01-31,94,10014,CHRISTOPHER STREET,1010042,102,,49,SPOPS,2003-02-04,B1,2003-01-31,2024-05-29
2045402,CLOSED,2002-04-25,225,10463,WEST  232 STREET,2083557,208,,95,BRONX,2002-05-24,A9,2002-05-23,2024-05-29
3117600,CLOSED,2003-08-18,95,11226,LINDEN BOULEVARD,3116662,317,,63,ELEVR,2003-10-28,A1,2003-10-23,2024-05-29
1102279,CLOSED,2002-11-15,1274,10029,5 AVENUE,1051595,111,,83,MAN.,2002-11-19,I2,2002-11-18,2024-05-29
3097842,CLOSED,2002-03-19,130,11226,MARTENSE STREET,3116896,317,,73,BKLYN,2002-06-06,I2,2002-05-29,2024-05-29
1102753,CLOSED,2002-12-04,95,10034,SEAMAN AVENUE,1064963,112,,73,MAN.,2002-12-19,I2,2002-12-18,2024-05-29
2054667,CLOSED,2003-09-23,1505,10452,GRAND CONCOURSE,2008010,204,,63,ELEVR,2004-02-24,J2,2003-10-24,2024-05-29
1093058,CLOSED,2002-01-04,19,10021,EAST   76 STREET,1041795,108,,31,MAN.,2002-02-06,A9,2002-01-24,2024-05-29
1093878,CLOSED,2002-02-05,838,10025,WEST END AVENUE,1056493,107,,59,ELCTR,2002-02-25,I2,2002-02-21,2024-05-29
1103514,CLOSED,2003-01-08,92,10014,CHRISTOPHER STREET,1010043,102,,49,SPOPS,2003-02-04,I2,2003-01-31,2024-05-29
1072914,CLOSED,2000-01-14,215,10028,EAST 86 STREET,1048790,108,,53,MAN.,2000-01-21,I2,2000-01-19,2024-05-29
2044703,CLOSED,2002-03-19,2720,10458,GRAND CONCOURSE,2017135,207,,63,ELEVR,2002-04-19,A1,2002-04-17,2024-05-29
1112127,CLOSED,2003-09-14,640,10031,WEST  153 STREET,1062472,109,,63,ELEVR,2004-03-26,J2,2004-02-14,2024-05-29
2053016,CLOSED,2003-07-11,960,10451,GRAND CONCOURSE,2002815,204,,74,BRONX,2003-08-01,I2,2003-07-11,2024-05-29
1072953,CLOSED,2000-01-18,221,10011,WEST 23 STREET,1014148,104,,39,MAN.,2000-01-26,I2,2000-01-24,2024-05-29
2048003,CLOSED,2002-09-11,2685,10468,GRAND CONCOURSE,2017428,207,,80,ELEVR,2002-11-18,A1,2002-11-13,2024-05-29
2032840,CLOSED,2000-01-19,960,10451,GRAND CONCOURSE,2002815,204,,73,BRONX,2000-02-09,A9,2000-02-08,2024-05-29
2038023,CLOSED,2001-03-02,225,10463,WEST  232 STREET,2083557,208,,63,ELEVR,2001-03-19,A1,2001-03-12,2024-05-29
3087246,CLOSED,2001-03-05,427,11217,DEAN STREET,3018398,306,,59,ELCTR,2001-05-08,K1,2001-04-27,2024-05-29
1085015,CLOSED,2001-03-05,215,10028,EAST   86 STREET,1048790,108,,49,SPOPS,2001-03-05,A1,2001-03-02,2024-05-29
2043784,CLOSED,2002-02-06,225,10463,WEST  232 STREET,2083557,208,,45,BRONX,2002-03-12,A9,2002-03-11,2024-05-29
1102416,CLOSED,2002-11-19,640,10031,WEST  153 STREET,1062472,109,,56,BOILR,2002-11-21,I2,2002-11-19,2024-05-29
2049192,CLOSED,2002-11-19,1231,10472,WHITE PLAINS ROAD,2024877,209,,95,BRONX,2002-12-19,I2,2002-12-18,2024-05-29
2043810,CLOSED,2002-02-06,346,10460,DEVOE AVENUE,2028349,206,,31,BRONX,2002-03-20,I2,2002-03-19,2024-05-29
1102432,CLOSED,2002-11-20,1274,10029,5 AVENUE,1051595,111,,73,MAN.,2002-12-09,I2,2002-12-06,2024-05-29
1111428,CLOSED,2003-08-27,62,10004,PEARL STREET,1087449,101,,45,MAN.,2003-09-10,A9,2003-09-05,2024-05-29
3116989,CLOSED,2003-08-06,58,11226,LINDEN BOULEVARD,3116712,314,,63,ELEVR,2003-10-21,A1,2003-10-16,2024-05-29
4123378,CLOSED,2001-03-09,34-45,11358,FRANCIS LEWIS BOULEVARD,4135129,411,,53,QNS.,2001-03-28,C2,2001-03-26,2024-05-29
1104122,CLOSED,2003-01-28,574,10030,ST NICHOLAS AVENUE,1060906,110,,65,ERT,2023-02-07,L2,2023-02-07,2024-05-29
2053666,CLOSED,2003-08-07,940,10451,GRAND CONCOURSE,2002814,204,,63,ELEVR,2003-12-15,A1,2003-12-09,2024-05-29
2038144,CLOSED,2001-03-14,1000,10451,GRAND CONCOURSE,2002822,204,,10,BRONX,2001-03-14,I2,2001-03-14,2024-05-29
3107069,CLOSED,2002-12-09,58,11226,LINDEN BOULEVARD,3116712,314,,63,ELEVR,2003-06-05,A1,2003-05-27,2024-05-29
1102576,CLOSED,2002-11-25,124,10023,WEST   72 STREET,1079313,107,,63,ELEVR,2002-12-13,I2,2002-12-06,2024-05-29
3097448,CLOSED,2002-03-08,58,11226,LINDEN BOULEVARD,3116712,314,,30,BKLYN,2002-03-11,C2,2002-03-11,2024-05-29
3097449,CLOSED,2002-03-08,58,11226,LINDEN BOULEVARD,3116712,314,,63,ELEVR,2002-03-25,A1,2002-03-21,2024-05-29
3097450,CLOSED,2002-03-08,58,11226,LINDEN BOULEVARD,3116712,314,,77,SPOPS,2002-04-02,I2,2002-03-27,2024-05-29
1103344,CLOSED,2003-01-02,19,10021,EAST   76 STREET,1041795,108,,31,MAN.,2003-01-07,I1,2003-01-06,2024-05-29
2038276,CLOSED,2001-03-23,990,10459,INTERVALE AVENUE,2005468,202,,73,BRONX,2001-03-27,B1,2001-03-23,2024-05-29
4172402,CLOSED,2003-08-12,81-11,11373,45 AVENUE,4038182,404,,87,CENTR,2003-10-02,F8,2003-09-29,2024-05-29
2056354,CLOSED,2003-12-12,940,10451,GRAND CONCOURSE,2002814,204,,63,ELEVR,2004-03-08,A1,2004-03-03,2024-05-29
2038288,CLOSED,2001-03-26,225,10463,WEST  232 STREET,2083557,208,,77,SPOPS,2001-03-30,H1,2001-03-30,2024-05-29
2044706,CLOSED,2002-03-20,1235,10452,GRAND CONCOURSE,2002849,204,,63,ELEVR,2002-04-26,A1,2002-04-23,2024-05-29
2049347,CLOSED,2002-11-26,2198,10453,UNIVERSITY AVENUE,2014584,205,,31,BRONX,2002-12-26,C2,2002-12-23,2024-05-29
2038319,CLOSED,2001-03-27,1120,10460,WYATT STREET,2028350,206,,63,ELEVR,2002-01-31,A1,2002-01-29,2024-05-29
2050218,CLOSED,2003-02-05,2685,10468,GRAND CONCOURSE,2017428,207,,31,BRONX,2003-02-26,I2,2003-02-25,2024-05-29
2053802,CLOSED,2003-08-12,2185,10462,BOLTON STREET,2049375,211,,63,ELEVR,2003-12-29,A1,2003-12-12,2024-05-29
2038361,CLOSED,2001-03-30,225,10463,WEST  232 STREET,2083557,208,,37,BRONX,2001-03-30,A1,2001-03-29,2024-05-29
1085827,CLOSED,2001-03-30,45,10014,GROVE STREET,1083532,102,,49,SPOPS,2001-04-05,H1,2001-04-03,2024-05-29
3095561,CLOSED,2002-01-04,100,11211,SOUTH    8 STREET,3059585,301,,30,BKLYN,2002-01-07,I2,2002-01-04,2024-05-29
2043287,CLOSED,2002-01-11,960,10451,GRAND CONCOURSE,2002815,204,,59,ELCTR,2002-06-04,A1,2002-05-30,2024-05-29
2043367,CLOSED,2002-01-17,960,10451,GRAND CONCOURSE,2002815,204,,56,BOILR,2002-01-29,A1,2002-01-22,2024-05-29
2050222,CLOSED,2003-02-05,2685,10468,GRAND CONCOURSE,2017428,207,,49,SPOPS,2003-02-24,A1,2003-02-21,2024-05-29
2050223,CLOSED,2003-02-05,2685,10468,GRAND COURSE,2017428,207,,05,BRONX,2003-02-26,I2,2003-02-25,2024-05-29
2050226,CLOSED,2003-02-05,2685,10468,GRAND CONCOURSE,2017428,207,,05,BRONX,2003-03-04,A9,2003-02-25,2024-05-29
2050229,CLOSED,2003-02-05,2685,10468,GRAND CONCOURSE,2017428,207,,66,BRONX,2003-02-10,C2,2003-02-07,2024-05-29
2050230,CLOSED,2003-02-05,2685,10468,GRAND CONCOURSE,2017428,207,,59,ELCTR,2003-04-08,A1,2003-04-02,2024-05-29
1085843,CLOSED,2001-03-30,45,10014,GROVE STREET,1083532,102,,73,MAN.,2001-04-05,A9,2001-04-04,2024-05-29
1086013,CLOSED,2001-04-05,45,10014,GROVE STREET,1083532,102,,49,SPOPS,2001-04-05,A1,2001-04-03,2024-05-29
1086030,CLOSED,2001-04-05,43,10014,GROVE STREET,1083532,102,,49,SPOPS,2001-04-05,A1,2001-04-04,2024-05-29
1073178,CLOSED,2000-01-28,582-590,10030,ST. NICHOLAS AVE,1060908,110,,63,ELEVR,2000-02-11,A1,2000-02-04,2024-05-29
1073226,CLOSED,2000-01-31,582,10030,ST NICHOLAS AVENUE,1060908,110,,63,ELEVR,2000-02-25,I1,2000-02-11,2024-05-29
2038287,CLOSED,2001-03-26,225,10463,WEST  232 STREET,2083557,208,,63,ELEVR,2001-04-19,A1,2001-04-13,2024-05-29
1085634,CLOSED,2001-03-23,1274,10029,5 AVENUE,1051595,111,,04,ERT,2001-05-16,I2,2001-04-21,2024-05-29
2050306,CLOSED,2003-02-10,1235,10452,GRANDCONCOURSE,2002849,204,,37,BRONX,2003-02-20,A9,2003-02-12,2024-05-29
2038739,CLOSED,2001-04-26,2830,10468,SEDGEWICK AVENUE,2015396,208,,49,SPOPS,2001-04-26,A1,2001-04-24,2024-05-29
2038501,CLOSED,2001-04-10,2830,10468,SEDGEWICK AVENUE,2015396,208,,49,SPOPS,2001-04-26,H1,2001-04-24,2024-05-29
2037638,CLOSED,2001-01-31,1235,10452,GRAND CONCOURS,2002849,204,,63,ELEVR,2001-04-30,A1,2001-02-09,2024-05-29
2038795,CLOSED,2001-05-02,2830,10468,SEDGEWICK AVENUE,2015396,208,,49,SPOPS,2001-05-08,H1,2001-05-07,2024-05-29
1086585,CLOSED,2001-04-25,223,10011,WEST   23 STREET,1014148,104,,83,MAN.,2001-05-02,K1,2001-05-01,2024-05-29
2038797,CLOSED,2001-05-02,3569,10467,DEKALB AVENUE,2017838,207,,73,BRONX,2001-05-04,A9,2001-05-03,2024-05-29
1073552,CLOSED,2000-02-14,407,10034,WEST 205 STREET,1064506,112,,43,MAN.,2000-02-14,I2,2000-02-14,2024-05-29
2033138,CLOSED,2000-02-22,225,10463,WEST 232 STREET,2083557,208,,73,BRONX,2000-03-02,A9,2000-02-24,2024-05-29
