bin,violationissuedate,violationnumber,violationtype,violationremarks,violationstatus,devicenumber,devicetype,cycleenddate,borough,block,lot,housenumber,street,city,state,zip,bbl,postcode,latitude,longitude,communityboard,councildistrict,censustract2020,neighborhoodtabulationareanta2020
2041215,2018-01-26,012618ACC104912,ACC1,,Active,2P931,Elevator,2016-12-31,Bronx,3947,1,2131,STARLING AVENUE,New York,New York,,2039470001,10462,40.836175,-73.854048,209,18,222,Parkchester
2002814,2001-03-08,030801LL108101623,LL1081,,Active,2P635,Elevator,2000-12-31,Bronx,2461,45,940,GRAND CONCOURSE,New York,New York,,2024610045,10451,40.828783,-73.921617,204,16,18301,Concourse-Concourse Village
2015396,2014-05-15,051514LBLVIO08638,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2012 INSPECTION REPORT,Active,20000013118Y0001,Boiler,2012-12-31,Bronx,3250,5,2830,SEDGWICK AVENUE,New York,New York,,2032500005,10468,40.873035,-73.901953,208,14,26702,Kingsbridge Heights-Van Cortlandt Village
1014159,2023-06-20,062023LBLVIO20683,LBLVIO,VIOLATION ISSUED-FAILURE TO FILE 2018 EXTERNAL LOW PRESSURE INSPECTION,Dismissed,10000064105Y0002,Boiler,2018-12-31,Manhattan,773,56,214,WEST 24 STREET,New York,New York,,1007730056,10011,40.745049,-73.995868,104,3,91,Chelsea-Hudson Yards
2017622,1995-08-29,082995LL629115351,LL6291,,Active,20000011379Y0001,Boiler,1994-12-31,Bronx,3320,60,2922,GRAND CONCOURSE,New York,New York,,2033200060,10458,40.871519,-73.888627,207,14,40702,Bedford Park
3078694,2011-12-13,121311LBLVIO12262,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2010 INSPECTION REPORT,Active,30000058291Y0001,Boiler,2010-11-15,Brooklyn,3406,57,1229,HALSEY STREET,New York,New York,,3034060057,11237,40.693356,-73.907745,304,37,437,Bushwick (East)
2083557,2003-03-21,032103LL108101772,LL1081,,Active,2P1259,Elevator,2002-12-31,Bronx,5754,90,225,WEST 232 STREET,New York,New York,,2057540090,10463,40.880352,-73.904318,208,11,287,Kingsbridge-Marble Hill
2050059,2019-09-06,090619ACC104115,ACC1,,Active,2P2713,Elevator,2017-12-31,Bronx,4348,5,2310,HOLLAND AVENUE,New York,New York,,2043480005,10467,40.859978,-73.865564,211,13,330,Allerton
2017622,2018-01-26,012618ACC104811,ACC1,,Active,2P533,Elevator,2016-12-31,Bronx,3320,60,2922,GRAND CONCOURSE,New York,New York,,2033200060,10458,40.871519,-73.888627,207,14,40702,Bedford Park
2014941,2004-04-21,042104LL108102020,LL1081,,Active,2P535,Elevator,2003-12-31,Bronx,3225,94,2300,LORING PLACE,New York,New York,,2032250094,10468,40.861675,-73.908416,207,14,255,University Heights (North)-Fordham
1047584,2018-04-06,040618LBLVIO01189,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2016 INSPECTION REPORT,Active,10000035707N0001,Boiler,2016-12-31,Manhattan,1510,52,1205,LEXINGTON AVENUE,New York,New York,,1015100052,10028,40.776685,-73.957622,108,4,140,Upper East Side-Carnegie Hill
1047584,2023-06-20,062023HBLVIO01211,HBLVIO,VIOLATION ISSUED-FAILURE TO FILE 2018 EXTERNAL HGH PRESSURE INSPECTION,Active,10000053198N0001,Boiler,2018-12-31,Manhattan,1510,52,1205,LEXINGTON AVENUE,New York,New York,,1015100052,10028,40.776685,-73.957622,108,4,140,Upper East Side-Carnegie Hill
2115902,2023-08-25,VIO-FTF-VT-PER-202212-0004969,FTF-VT-PER-CO,Violation Issued-Failure To File 2022 Periodic Inspection Report,Active,2P11533,Elevator,2022-12-31,Bronx,2940,40,1779,SOUTHERN BOULEVARD,New York,New York,,2029400040,10460,40.83784,-73.887495,203,15,155,Crotona Park East
1063766,2015-03-03,030315LBLVIO04156,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2013 INSPECTION REPORT,Active,10000065703Y0001,Boiler,2013-12-31,Manhattan,2157,15,552,WEST 185 STREET,New York,New York,,1021570015,10033,40.851277,-73.931018,112,10,269,Washington Heights (North)
3063299,2004-02-13,021304LL629118550,LL6291,,Active,30000103053N0001,Boiler,2003-12-31,Brooklyn,2433,15,224,SOUTH    3 STREET,New York,New York,,3024330015,11211,40.711136,-73.958775,301,34,523,Williamsburg
2050059,2023-10-23,VIO-FTC-VT-CAT1-202012-0000765,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2020 Cat1 Test Affirmation of Correction,Active,2P2712,Elevator,2020-12-31,Bronx,4348,5,2310,HOLLAND AVENUE,New York,New York,,2043480005,10467,40.859978,-73.865564,211,13,330,Allerton
1004255,1994-03-18,031894LL629115698,LL6291,,Dismissed,10000913006Y0001,Boiler,1993-12-31,Manhattan,350,35,158,STANTON STREET,New York,New York,,1003500035,10002,40.720408,-73.985021,103,2,3001,Lower East Side
1025173,2002-03-23,032302LL629103019,LL6291,,Active,10000039594Y0001,Boiler,2001-12-31,Manhattan,1041,5,365,WEST 50 STREET,New York,New York,,1010410005,10019,40.763211,-73.988272,104,3,133,Hell's Kitchen
1059804,2023-06-20,062023LBLVIO35747,LBLVIO,VIOLATION ISSUED-FAILURE TO FILE 2019 EXTERNAL LOW PRESSURE INSPECTION,Active,10000920414Y0001,Boiler,2019-12-31,Manhattan,1988,118,514,WEST 136 STREET,New York,New York,,1019880118,10031,40.820031,-73.952851,109,7,22301,Manhattanville-West Harlem
1020543,2023-10-02,VIO-FTC-VT-PER-202212-0005898,FTC-VT-PER-CO,Violation Issued-Failure To File 2022 Periodic Inspection Affirmation of Correction,Active,1P18320,Elevator,2022-12-31,Manhattan,927,1,301,EAST   21 STREET,New York,New York,,1009270001,10010,40.736437,-73.981427,106,2,64,Gramercy
2013631,2018-01-26,012618ACC104686,ACC1,,Active,2P237,Elevator,2016-12-31,Bronx,3156,9,2070,GRAND CONCOURSE,New York,New York,,2031560009,10457,40.853222,-73.902947,205,15,23502,Mount Hope
2014941,2003-03-21,032103LL108101649,LL1081,,Active,2P535,Elevator,2002-12-31,Bronx,3225,94,2300,LORING PLACE,New York,New York,,2032250094,10468,40.861675,-73.908416,207,14,255,University Heights (North)-Fordham
2017807,2019-09-06,090619ACC103966,ACC1,,Active,2P612,Elevator,2017-12-31,Bronx,3328,90,3556,ROCHAMBEAU AVENUE,New York,New York,,2033280090,10467,40.882762,-73.878913,207,11,43101,Norwood
1079313,2009-02-27,022709LL108100853,LL1081,,Dismissed,1P10608,Elevator,2008-12-31,Manhattan,1143,42,124,WEST   72 STREET,New York,New York,,1011430042,10023,40.777891,-73.979954,107,6,157,Upper West Side-Lincoln Square
3115582,2017-02-24,022417LBLVIO05634,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2015 INSPECTION REPORT,Active,30000013293Y0001,Boiler,2015-12-31,Brooklyn,5043,71,165,HAWTHORNE STREET,New York,New York,,3050430071,11225,40.657567,-73.954844,309,40,802,Prospect Lefferts Gardens-Wingate
3039777,1999-03-16,031699LL629115813,LL6291,,Active,30000078215N0001,Boiler,1998-12-31,Brooklyn,1485,47,937,JEFFERSON AVENUE,New York,New York,,3014850047,11221,40.686586,-73.921366,303,41,375,Bedford-Stuyvesant (East)
2002815,2023-08-11,VIO-FTF-VT-CAT1-201812-0000170,FTF-VT-CAT1-CO,Violation Issued-Failure To File 2018 Cat1 Test Report,Active,2P593,Elevator,2018-12-31,Bronx,2461,58,960,GRAND CONCOURSE,New York,New York,,2024610058,10451,40.829305,-73.921346,204,16,18301,Concourse-Concourse Village
2002815,2011-12-13,121311LBLVIO05431,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2010 INSPECTION REPORT,Active,20000007812Y0001,Boiler,2010-11-15,Bronx,2461,58,960,GRAND CONCOURSE,New York,New York,,2024610058,10451,40.829305,-73.921346,204,16,18301,Concourse-Concourse Village
1060906,2004-04-21,042104LL108101574,LL1081,,Dismissed,1P10083,Elevator,2003-12-31,Manhattan,2048,16,91,EDGECOMBE AVENUE,New York,New York,,1020480016,10030,40.819474,-73.946193,110,9,22102,Harlem (North)
2018647,2023-10-23,VIO-FTC-VT-CAT1-202112-0005525,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2021 Cat1 Test Affirmation of Correction,Active,2P1410,Elevator,2021-12-31,Bronx,3356,146,3525,DECATUR AVENUE,New York,New York,,2033560146,10467,40.879228,-73.872353,207,11,43102,Norwood
2007683,2018-01-26,012618ACC104551,ACC1,,Active,2P1903,Elevator,2016-12-31,Bronx,2808,12,1939,GRAND CONCOURSE,New York,New York,,2028080012,10453,40.850427,-73.905229,205,14,23501,Mount Hope
1050029,2018-04-06,040618LBLVIO01536,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2016 INSPECTION REPORT,Active,10000045873Y0001,Boiler,2016-12-31,Manhattan,1549,17,337,EAST 86 STREET,New York,New York,,1015490017,10028,40.777344,-73.950458,108,5,14602,Upper East Side-Yorkville
2002814,2004-04-21,042104LL108101795,LL1081,,Active,2P634,Elevator,2003-12-31,Bronx,2461,45,940,GRAND CONCOURSE,New York,New York,,2024610045,10451,40.828783,-73.921617,204,16,18301,Concourse-Concourse Village
2041215,2018-01-26,012618ACC104913,ACC1,,Active,2P932,Elevator,2016-12-31,Bronx,3947,1,2131,STARLING AVENUE,New York,New York,,2039470001,10462,40.836175,-73.854048,209,18,222,Parkchester
2002822,2023-10-23,VIO-FTC-VT-CAT1-201812-0016478,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2018 Cat1 Test Affirmation of Correction,Active,2P1638,Elevator,2018-12-31,Bronx,2461,90,1000,GRAND CONCOURSE,New York,New York,,2024610090,10451,40.82979,-73.921074,204,16,18301,Concourse-Concourse Village
1005262,2018-04-06,040618LBLVIO00655,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2016 INSPECTION REPORT,Dismissed,10000021918Y0001,Boiler,2016-12-31,Manhattan,407,54,513,EAST 13 STREET,New York,New York,,1004070054,10009,40.729391,-73.98004,103,2,34,East Village
1060050,2023-06-30,063023LBLVIO15302,LBLVIO,VIOLATION ISSUED-FAILURE TO FILE 2020 EXTERNAL LOW PRESSURE INSPECTION,Active,10000065449Y0001,Boiler,2020-12-31,Manhattan,2007,59,142,WEST 139 STREET,New York,New York,,1020070059,10030,40.817591,-73.941248,110,9,230,Harlem (North)
2002822,2019-09-06,090619ACC103588,ACC1,,Active,2P1638,Elevator,2017-12-31,Bronx,2461,90,1000,GRAND CONCOURSE,New York,New York,,2024610090,10451,40.82979,-73.921074,204,16,18301,Concourse-Concourse Village
2013631,2023-10-23,VIO-FTC-VT-CAT1-202012-0003506,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2020 Cat1 Test Affirmation of Correction,Active,2P237,Elevator,2020-12-31,Bronx,3156,9,2070,GRAND CONCOURSE,New York,New York,,2031560009,10457,40.853222,-73.902947,205,15,23502,Mount Hope
2017807,2023-10-23,VIO-FTC-VT-CAT1-202012-0000656,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2020 Cat1 Test Affirmation of Correction,Active,2P613,Elevator,2020-12-31,Bronx,3328,90,3556,ROCHAMBEAU AVENUE,New York,New York,,2033280090,10467,40.882762,-73.878913,207,11,43101,Norwood
1062472,2017-01-03,010317ACC104254,ACC1,,Active,1P12493,Elevator,2015-12-31,Manhattan,2099,49,630,WEST 153 STREET,New York,New York,,1020990049,10031,40.831914,-73.947852,109,7,237,Hamilton Heights-Sugar Hill
2013743,2023-10-23,VIO-FTC-VT-CAT1-202112-0004340,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2021 Cat1 Test Affirmation of Correction,Active,2P239,Elevator,2021-12-31,Bronx,3160,24,2065,GRAND CONCOURSE,New York,New York,,2031600024,10453,40.85297,-73.903175,205,14,23501,Mount Hope
2028350,2003-03-19,031903LL629111083,LL6291,,Active,20000012219Y0001,Boiler,2002-12-31,Bronx,3906,10,1120,WYATT STREET,New York,New York,,2039060010,10460,40.839227,-73.877081,206,15,60,West Farms
2003025,2023-10-23,VIO-FTC-VT-CAT1-202012-0007706,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2020 Cat1 Test Affirmation of Correction,Active,2P403,Elevator,2020-12-31,Bronx,2496,46,1184,CROMWELL AVENUE,New York,New York,,2024960046,10452,40.835492,-73.922639,204,16,197,Concourse-Concourse Village
2002814,2019-09-06,090619ACC103577,ACC1,,Active,2P632,Elevator,2017-12-31,Bronx,2461,45,940,GRAND CONCOURSE,New York,New York,,2024610045,10451,40.828783,-73.921617,204,16,18301,Concourse-Concourse Village
2024878,2023-10-23,VIO-FTC-VT-CAT1-201812-0003095,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2018 Cat1 Test Affirmation of Correction,Active,2P785,Elevator,2018-12-31,Bronx,3767,82,1215,WHITE PLAINS ROAD,New York,New York,,2037670082,10472,40.831107,-73.861901,209,18,72,Castle Hill-Unionport
2044129,2001-02-27,022701LL629111279,LL6291,,Active,20000014034Y0001,Boiler,2000-12-31,Bronx,4077,34,1487,WILLIAMSBRIDGE ROAD,New York,New York,,2040770034,10461,40.844072,-73.845852,210,18,200,Westchester Square
2024878,2023-10-23,VIO-FTC-VT-CAT1-201812-0002124,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2018 Cat1 Test Affirmation of Correction,Active,2P788,Elevator,2018-12-31,Bronx,3767,82,1215,WHITE PLAINS ROAD,New York,New York,,2037670082,10472,40.831107,-73.861901,209,18,72,Castle Hill-Unionport
2002814,2023-10-23,VIO-FTC-VT-CAT1-202212-0002526,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2022 Cat1 Test Affirmation of Correction,Active,2P634,Elevator,2022-12-31,Bronx,2461,45,940,GRAND CONCOURSE,New York,New York,,2024610045,10451,40.828783,-73.921617,204,16,18301,Concourse-Concourse Village
2002814,2003-03-21,032103LL108101460,LL1081,,Active,2P631,Elevator,2002-12-31,Bronx,2461,45,940,GRAND CONCOURSE,New York,New York,,2024610045,10451,40.828783,-73.921617,204,16,18301,Concourse-Concourse Village
1041795,2019-11-08,110819LBLVIO01054,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,Active,10000049074Y0002,Boiler,2017-12-31,Manhattan,1391,13,19,EAST 76 STREET,New York,New York,,1013910013,10021,40.774585,-73.964043,108,4,130,Upper East Side-Carnegie Hill
2017136,2023-10-23,VIO-FTC-VT-CAT1-202012-0009273,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2020 Cat1 Test Affirmation of Correction,Active,2P1143,Elevator,2020-12-31,Bronx,3304,55,2701,VALENTINE AVENUE,New York,New York,,2033040055,10458,40.866736,-73.892439,207,15,40302,Bedford Park
1050028,1997-02-10,021097LL629106745,LL6291,,Active,10000907866Y0001,Boiler,1995-12-31,Manhattan,1549,16,335,EAST 86 STREET,New York,New York,,1015490016,10028,40.777358,-73.950494,108,5,14602,Upper East Side-Yorkville
2008010,2018-01-26,012618ACC104595,ACC1,,Active,2P847,Elevator,2016-12-31,Bronx,2835,26,1505,GRAND CONCOURSE,New York,New York,,2028350026,10452,40.841216,-73.912614,204,16,209,Mount Eden-Claremont (West)
2050059,2023-11-14,VIO-FTC-BE-EXT-201812-0001600,FTC-BE-EXT-LP,Violation Issued-Failure To File 2018 External Inspection Affirmation of Correction for LP Device,Active,20000011991Y0001,Boiler,2018-12-31,Bronx,4348,5,2310,HOLLAND AVENUE,New York,New York,,2043480005,10467,40.859978,-73.865564,211,13,330,Allerton
2048797,2023-10-23,VIO-FTC-VT-CAT1-202012-0001118,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2020 Cat1 Test Affirmation of Correction,Active,2P1970,Elevator,2020-12-31,Bronx,4288,45,2125,HOLLAND AVENUE,New York,New York,,2042880045,10462,40.853846,-73.865783,211,13,22404,Pelham Parkway-Van Nest
2017428,2023-10-23,VIO-FTC-VT-CAT1-202112-0004010,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2021 Cat1 Test Affirmation of Correction,Active,2P246,Elevator,2021-12-31,Bronx,3314,57,2685,GRAND CONCOURSE,New York,New York,,2033140057,10468,40.866839,-73.893802,207,14,40304,Bedford Park
2007683,2021-12-17,121721EVCAT500517,EVCAT5,,Active,2P1903,Elevator,2018-10-31,Bronx,2808,12,1939,GRAND CONCOURSE,New York,New York,,2028080012,10453,40.850427,-73.905229,205,14,23501,Mount Hope
1050028,1998-05-04,050498LL629107557,LL6291,,Active,10000907866Y0001,Boiler,1997-12-31,Manhattan,1549,16,335,EAST 86 STREET,New York,New York,,1015490016,10028,40.777358,-73.950494,108,5,14602,Upper East Side-Yorkville
2017465,2023-11-14,VIO-FTC-BE-EXT-202012-0004767,FTC-BE-EXT-LP,Violation Issued-Failure To File 2020 External Inspection Affirmation of Correction for LP Device,Active,20000200054Y0001,Boiler,2020-12-31,Bronx,3315,89,2805,GRAND CONCOURSE,New York,New York,,2033150089,10468,40.869195,-73.892012,207,14,40303,Bedford Park
2083557,2019-09-06,090619ACC104199,ACC1,,Active,2P1259,Elevator,2017-12-31,Bronx,5754,90,225,WEST 232 STREET,New York,New York,,2057540090,10463,40.880352,-73.904318,208,11,287,Kingsbridge-Marble Hill
2013743,2017-01-03,010317ACC104826,ACC1,,Active,2P239,Elevator,2015-12-31,Bronx,3160,24,2065,GRAND CONCOURSE,New York,New York,,2031600024,10453,40.85297,-73.903175,205,14,23501,Mount Hope
3041227,2011-12-13,121311LBLVIO09808,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2010 INSPECTION REPORT,Active,30000939466Y0001,Boiler,2010-11-15,Brooklyn,1519,16,276,MARION STREET,New York,New York,,3015190016,11233,40.680894,-73.918554,303,41,379,Bedford-Stuyvesant (East)
2002814,2004-11-19,111904LL108101595,LL1081,,Active,2P632,Elevator,2004-12-31,Bronx,2461,45,940,GRAND CONCOURSE,New York,New York,,2024610045,10451,40.828783,-73.921617,204,16,18301,Concourse-Concourse Village
1047584,2023-11-14,VIO-FTC-BE-INT-201812-0000506,FTC-BE-INT-HP,Violation Issued-Failure To File 2018 Internal Inspection Affirmation of Correction for HP Device,Active,10000053198N0001,Boiler,2018-12-31,Manhattan,1510,52,1205,LEXINGTON AVENUE,New York,New York,,1015100052,10028,40.776685,-73.957622,108,4,140,Upper East Side-Carnegie Hill
2041215,2023-10-23,VIO-FTC-VT-CAT1-202112-0000713,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2021 Cat1 Test Affirmation of Correction,Active,2P932,Elevator,2021-12-31,Bronx,3947,1,2131,STARLING AVENUE,New York,New York,,2039470001,10462,40.836175,-73.854048,209,18,222,Parkchester
2002822,2003-03-21,032103LL108101462,LL1081,,Active,2P1638,Elevator,2002-12-31,Bronx,2461,90,1000,GRAND CONCOURSE,New York,New York,,2024610090,10451,40.82979,-73.921074,204,16,18301,Concourse-Concourse Village
2012842,2006-01-06,010606LL629106802,LL6291,,Active,20000013742Y0001,Boiler,2005-12-31,Bronx,3102,43,2343,PROSPECT AVENUE,New York,New York,,2031020043,10458,40.85266,-73.883244,206,15,393,Belmont
2044129,2003-03-19,031903LL629111240,LL6291,,Active,20000014034Y0001,Boiler,2002-12-31,Bronx,4077,34,1487,WILLIAMSBRIDGE ROAD,New York,New York,,2040770034,10461,40.844072,-73.845852,210,18,200,Westchester Square
1030892,2003-03-19,031903LL629103389,LL6291,,Active,10000821927Y0002,Boiler,2002-12-31,Manhattan,1169,40,214,WEST 78 STREET,New York,New York,,1011690040,10024,40.782702,-73.979403,107,6,163,Upper West Side (Central)
1004255,1995-08-29,082995LL629111632,LL6291,,Dismissed,10000913006Y0001,Boiler,1994-12-31,Manhattan,350,35,158,STANTON STREET,New York,New York,,1003500035,10002,40.720408,-73.985021,103,2,3001,Lower East Side
4029194,2023-08-25,VIO-FTF-VT-PER-202212-0006733,FTF-VT-PER-CO,Violation Issued-Failure To File 2022 Periodic Inspection Report,Active,4P2158,Elevator,2022-12-31,Queens,1268,1,81-06,34 AVENUE,New York,New York,,4012680001,11372,40.753644,-73.885785,403,25,283,Jackson Heights
2014941,2023-10-23,VIO-FTC-VT-CAT1-202112-0000892,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2021 Cat1 Test Affirmation of Correction,Active,2P535,Elevator,2021-12-31,Bronx,3225,94,2300,LORING PLACE,New York,New York,,2032250094,10468,40.861675,-73.908416,207,14,255,University Heights (North)-Fordham
1030892,2001-02-27,022701LL629103522,LL6291,,Active,10000016064Y0001,Boiler,2000-12-31,Manhattan,1169,40,214,WEST 78 STREET,New York,New York,,1011690040,10024,40.782702,-73.979403,107,6,163,Upper West Side (Central)
1060906,2005-01-31,013105LL629101408,LL6291,,Dismissed,10000031438Y0001,Boiler,2004-12-31,Manhattan,2048,16,91,EDGECOMBE AVENUE,New York,New York,,1020480016,10030,40.819474,-73.946193,110,9,22102,Harlem (North)
2002815,2023-10-23,VIO-FTC-VT-CAT1-201912-0007640,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2019 Cat1 Test Affirmation of Correction,Active,2P591,Elevator,2019-12-31,Bronx,2461,58,960,GRAND CONCOURSE,New York,New York,,2024610058,10451,40.829305,-73.921346,204,16,18301,Concourse-Concourse Village
1025173,2001-02-27,022701LL629102998,LL6291,,Active,10000039594Y0001,Boiler,2000-12-31,Manhattan,1041,5,365,WEST 50 STREET,New York,New York,,1010410005,10019,40.763211,-73.988272,104,3,133,Hell's Kitchen
2017807,2023-10-23,VIO-FTC-VT-CAT1-202112-0000741,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2021 Cat1 Test Affirmation of Correction,Active,2P613,Elevator,2021-12-31,Bronx,3328,90,3556,ROCHAMBEAU AVENUE,New York,New York,,2033280090,10467,40.882762,-73.878913,207,11,43101,Norwood
2017465,2002-02-19,021902LL108102115,LL1081,,Active,2P1695,Elevator,2001-12-31,Bronx,3315,89,2805,GRAND CONCOURSE,New York,New York,,2033150089,10468,40.869195,-73.892012,207,14,40303,Bedford Park
2008010,2023-08-11,VIO-FTF-VT-CAT1-202112-0000167,FTF-VT-CAT1-CO,Violation Issued-Failure To File 2021 Cat1 Test Report,Active,2P847,Elevator,2021-12-31,Bronx,2835,26,1505,GRAND CONCOURSE,New York,New York,,2028350026,10452,40.841216,-73.912614,204,16,209,Mount Eden-Claremont (West)
4080137,2010-10-08,100810VCAT105174,VCAT1,,Dismissed,4P687,Elevator,2009-12-31,Queens,3355,129,83-52,TALBOT STREET,New York,New York,,4033550129,11415,40.708618,-73.827669,409,29,138,Kew Gardens
2002815,2023-10-02,VIO-FTC-VT-PER-202212-0007019,FTC-VT-PER-CO,Violation Issued-Failure To File 2022 Periodic Inspection Affirmation of Correction,Active,2P593,Elevator,2022-12-31,Bronx,2461,58,960,GRAND CONCOURSE,New York,New York,,2024610058,10451,40.829305,-73.921346,204,16,18301,Concourse-Concourse Village
